,area_type,total_sqft,bathroom,balcony,price,site_location,BHK
6378,Super built-up  Area,1485.0,2.0,1,96.51,Shukrawar Peth,2.0
6379,Super built-up  Area,1022.0,2.0,2,57.0,Shukrawar Peth,2.0
6380,Super built-up  Area,1075.0,2.0,1,55.0,Shukrawar Peth,2.0
6381,Super built-up  Area,1100.0,2.0,1,66.0,Shukrawar Peth,2.0
6382,Super built-up  Area,1100.0,2.0,2,52.0,Shukrawar Peth,2.0
6383,Super built-up  Area,1153.0,2.0,2,56.7,Shukrawar Peth,2.0
6384,Super built-up  Area,1295.0,2.0,2,55.47,Shukrawar Peth,2.0
6385,Built-up  Area,1050.0,2.0,2,65.0,Shukrawar Peth,2.0
6386,Super built-up  Area,1052.0,2.0,2,51.0,Shukrawar Peth,2.0
6387,Built-up  Area,900.0,2.0,1,38.0,Shukrawar Peth,2.0
6388,Super built-up  Area,1200.0,2.0,1,54.0,Shukrawar Peth,2.0
6389,Built-up  Area,1200.0,2.0,1,110.0,Shukrawar Peth,2.0
6390,Super built-up  Area,1270.0,2.0,3,73.0,Shukrawar Peth,2.0
6391,Super built-up  Area,1478.0,2.0,2,125.0,Shukrawar Peth,2.0
6392,Super built-up  Area,1100.0,2.0,2,48.0,Shukrawar Peth,2.0
6393,Super built-up  Area,1100.0,2.0,1,65.0,Shukrawar Peth,2.0
6394,Super built-up  Area,965.0,2.0,1,54.0,Shukrawar Peth,2.0
6395,Built-up  Area,1201.0,2.0,3,80.0,Shukrawar Peth,2.0
6396,Super built-up  Area,1150.0,2.0,1,48.5,Shukrawar Peth,2.0
6397,Built-up  Area,1325.0,2.0,1,59.0,Shukrawar Peth,2.0
6398,Super built-up  Area,1194.0,2.0,1,57.0,Shukrawar Peth,2.0
6399,Super built-up  Area,1080.0,2.0,1,49.0,Shukrawar Peth,2.0
6400,Built-up  Area,1250.0,2.0,0,75.0,Shukrawar Peth,2.0
6401,Super built-up  Area,1081.0,2.0,3,60.0,Shukrawar Peth,2.0
6402,Super built-up  Area,1530.0,2.0,1,108.0,Shukrawar Peth,2.0
6403,Built-up  Area,2408.5,2.0,0,200.0,Shukrawar Peth,3.0
6404,Super built-up  Area,1775.0,3.0,3,110.0,Shukrawar Peth,3.0
6405,Super built-up  Area,1760.0,3.0,2,145.0,Shukrawar Peth,3.0
6406,Super built-up  Area,1850.0,4.0,3,139.0,Shukrawar Peth,3.0
6407,Super built-up  Area,2280.0,3.0,1,220.0,Shukrawar Peth,3.0
6408,Super built-up  Area,1318.0,2.0,1,85.28,Shukrawar Peth,3.0
6409,Plot  Area,2400.0,4.0,2,200.0,Shukrawar Peth,3.0
6410,Plot  Area,1200.0,3.0,1,165.0,Shukrawar Peth,3.0
6411,Super built-up  Area,1766.0,3.0,1,130.0,Shukrawar Peth,3.0
6412,Plot  Area,1020.0,2.0,0,155.0,Shukrawar Peth,3.0
6413,Built-up  Area,2408.5,2.0,3,220.0,Shukrawar Peth,3.0
6414,Super built-up  Area,1800.0,3.0,2,130.0,Shukrawar Peth,3.0
6415,Super built-up  Area,2400.0,3.0,2,220.0,Shukrawar Peth,3.0
6416,Super built-up  Area,1449.0,3.0,2,110.0,Shukrawar Peth,3.0
6417,Super built-up  Area,1570.0,2.0,2,95.0,Shukrawar Peth,3.0
6418,Plot  Area,2400.0,4.0,3,200.0,Shukrawar Peth,4.0
6420,Plot  Area,2200.0,4.0,2,195.0,Shukrawar Peth,4.0
6421,Built-up  Area,2408.5,3.0,2,220.0,Shukrawar Peth,4.0
6422,Super built-up  Area,2408.5,2.0,2,220.0,Shukrawar Peth,4.0
6423,Super built-up  Area,2408.5,5.0,2,220.0,Shukrawar Peth,4.0
6424,Super built-up  Area,2250.0,4.0,1,220.0,Shukrawar Peth,4.0
6425,Plot  Area,2360.0,4.0,1,220.0,Shukrawar Peth,4.0
6426,Super built-up  Area,2408.5,5.0,3,220.0,Shukrawar Peth,4.0
6427,Plot  Area,1200.0,4.0,0,95.0,Shukrawar Peth,4.0
6428,Super built-up  Area,2408.5,4.0,3,220.0,Shukrawar Peth,4.0
6429,Plot  Area,2400.0,4.0,2,220.0,Shukrawar Peth,4.0
6430,Super built-up  Area,2408.5,5.0,1,175.0,Shukrawar Peth,4.0
6434,Super built-up  Area,900.0,1.0,2,67.0,Sinhagad Road,1.0
6435,Built-up  Area,900.0,1.0,0,55.0,Sinhagad Road,1.0
6436,Built-up  Area,2400.0,1.0,0,220.0,Sinhagad Road,1.0
6437,Super built-up  Area,900.0,1.0,1,38.0,Sinhagad Road,1.0
6438,Plot  Area,900.0,1.0,1,38.0,Sinhagad Road,1.0
6439,Super built-up  Area,900.0,1.0,0,42.295,Sinhagad Road,1.0
6440,Plot  Area,1200.0,2.0,1,120.0,Sinhagad Road,2.0
6441,Super built-up  Area,1300.0,2.0,3,110.0,Sinhagad Road,2.0
6442,Plot  Area,1350.0,2.0,1,185.0,Sinhagad Road,2.0
6443,Built-up  Area,900.0,2.0,2,110.0,Sinhagad Road,2.0
6444,Super built-up  Area,980.0,2.0,1,86.0,Sinhagad Road,2.0
6445,Super built-up  Area,1760.0,2.0,2,130.0,Sinhagad Road,3.0
6446,Super built-up  Area,2145.0,3.0,2,175.0,Sinhagad Road,3.0
6447,Super built-up  Area,1762.0,3.0,3,110.0,Sinhagad Road,3.0
6448,Super built-up  Area,1575.0,2.0,2,110.0,Sinhagad Road,3.0
6449,Plot  Area,1200.0,3.0,2,175.0,Sinhagad Road,3.0
6450,Super built-up  Area,1749.0,3.0,2,115.0,Sinhagad Road,3.0
6451,Plot  Area,2408.5,2.0,1,220.0,Sinhagad Road,3.0
6452,Super built-up  Area,1300.0,2.0,2,75.0,Sinhagad Road,3.0
6453,Plot  Area,1500.0,4.0,2,220.0,Sinhagad Road,3.0
6454,Super built-up  Area,1737.0,2.0,3,95.0,Sinhagad Road,3.0
6455,Super built-up  Area,1655.0,3.0,3,120.0,Sinhagad Road,3.0
6456,Plot  Area,900.0,3.0,3,65.0,Sinhagad Road,3.0
6457,Super built-up  Area,1559.0,3.0,1,81.55,Sinhagad Road,3.0
6458,Plot  Area,1400.0,2.0,1,78.0,Sinhagad Road,3.0
6459,Super built-up  Area,1723.0,3.0,2,95.0,Sinhagad Road,3.0
6460,Super built-up  Area,2408.5,4.0,3,220.0,Sinhagad Road,3.0
6461,Super built-up  Area,1800.0,3.0,2,175.0,Sinhagad Road,3.0
6462,Built-up  Area,1720.0,3.0,3,150.0,Sinhagad Road,3.0
6463,Built-up  Area,2045.0,3.0,2,108.0,Sinhagad Road,3.0
6464,Super built-up  Area,1886.0,3.0,2,205.0,Sinhagad Road,3.0
6465,Built-up  Area,2408.5,3.0,1,220.0,Sinhagad Road,3.0
6466,Plot  Area,2408.5,3.0,1,220.0,Sinhagad Road,3.0
6467,Super built-up  Area,1684.0,3.0,1,120.0,Sinhagad Road,3.0
6468,Super built-up  Area,1615.0,3.0,2,97.0,Sinhagad Road,3.0
6469,Super built-up  Area,1500.0,3.0,2,88.0,Sinhagad Road,3.0
6470,Super built-up  Area,1600.0,2.0,0,140.0,Sinhagad Road,3.0
6471,Super built-up  Area,1730.0,3.0,2,125.0,Sinhagad Road,3.0
6472,Super built-up  Area,2408.5,5.0,2,212.0,Sinhagad Road,4.0
6474,Plot  Area,2408.5,5.0,1,220.0,Sinhagad Road,4.0
6476,Built-up  Area,2408.5,4.0,2,220.0,Sinhagad Road,4.0
6477,Plot  Area,2408.5,2.0,1,220.0,Sinhagad Road,4.0
6481,Plot  Area,1650.0,5.0,3,220.0,Sinhagad Road,4.0
6482,Built-up  Area,2408.5,4.0,0,220.0,Sinhagad Road,4.0
6483,Plot  Area,1500.0,3.0,2,162.0,Sinhagad Road,4.0
6485,Plot  Area,2400.0,5.0,2,220.0,Sinhagad Road,6.0
6487,Super built-up  Area,900.0,1.0,1,38.0,Somwar Peth,1.0
6488,Built-up  Area,900.0,1.0,0,38.0,Somwar Peth,1.0
6489,Super built-up  Area,923.0,1.0,1,60.84,Somwar Peth,1.0
6490,Super built-up  Area,900.0,1.0,0,38.0,Somwar Peth,1.0
6491,Super built-up  Area,900.0,1.0,1,55.0,Somwar Peth,1.0
6492,Built-up  Area,900.0,1.0,1,38.0,Somwar Peth,2.0
6493,Built-up  Area,1166.0,2.0,2,55.0,Somwar Peth,2.0
6494,Super built-up  Area,1260.0,2.0,1,67.39,Somwar Peth,2.0
6495,Super built-up  Area,1495.0,2.0,1,79.5,Somwar Peth,2.0
6496,Super built-up  Area,1093.0,2.0,2,70.0,Somwar Peth,2.0
6497,Plot  Area,1500.0,2.0,1,60.0,Somwar Peth,2.0
6498,Built-up  Area,1000.0,2.0,1,50.0,Somwar Peth,2.0
6499,Super built-up  Area,972.0,2.0,1,44.0,Somwar Peth,2.0
6500,Super built-up  Area,1080.0,2.0,2,38.0,Somwar Peth,2.0
6501,Super built-up  Area,900.0,2.0,2,42.0,Somwar Peth,2.0
6502,Super built-up  Area,1105.0,2.0,1,38.65,Somwar Peth,2.0
6503,Super built-up  Area,1187.0,2.0,2,45.0,Somwar Peth,2.0
6504,Super built-up  Area,1132.0,2.0,2,42.0,Somwar Peth,2.0
6505,Super built-up  Area,1418.0,2.0,2,104.0,Somwar Peth,2.0
6506,Super built-up  Area,900.0,2.0,1,45.0,Somwar Peth,2.0
6507,Plot  Area,1500.0,3.0,1,65.0,Somwar Peth,2.0
6508,Built-up  Area,1247.0,2.0,0,53.0,Somwar Peth,2.0
6509,Super built-up  Area,1470.0,2.0,2,61.74,Somwar Peth,2.0
6510,Built-up  Area,1150.0,2.0,1,75.0,Somwar Peth,2.0
6511,Super built-up  Area,1104.0,2.0,2,39.0,Somwar Peth,2.0
6512,Super built-up  Area,936.0,2.0,2,43.0,Somwar Peth,2.0
6513,Super built-up  Area,1100.0,2.0,2,48.0,Somwar Peth,2.0
6514,Built-up  Area,1100.0,2.0,1,45.0,Somwar Peth,2.0
6515,Super built-up  Area,1037.0,2.0,1,38.0,Somwar Peth,2.0
6516,Built-up  Area,919.0,2.0,0,38.0,Somwar Peth,2.0
6517,Super built-up  Area,1089.0,2.0,0,38.0,Somwar Peth,2.0
6518,Super built-up  Area,1060.0,2.0,1,40.0,Somwar Peth,2.0
6519,Built-up  Area,1016.0,2.0,1,45.9,Somwar Peth,2.0
6520,Super built-up  Area,1020.0,2.0,2,55.0,Somwar Peth,2.0
6521,Built-up  Area,1100.0,1.0,1,38.0,Somwar Peth,2.0
6522,Super built-up  Area,1000.0,2.0,1,38.0,Somwar Peth,2.0
6523,Built-up  Area,1125.0,2.0,1,38.0,Somwar Peth,2.0
6524,Super built-up  Area,1065.0,2.0,1,40.47,Somwar Peth,2.0
6525,Super built-up  Area,1200.0,2.0,2,79.0,Somwar Peth,2.0
6526,Built-up  Area,1340.0,2.0,2,65.0,Somwar Peth,2.0
6527,Super built-up  Area,1100.0,2.0,1,38.0,Somwar Peth,2.0
6528,Super built-up  Area,1018.0,2.0,1,50.8,Somwar Peth,2.0
6529,Super built-up  Area,1450.0,2.0,1,57.0,Somwar Peth,2.0
6530,Built-up  Area,1153.0,2.0,2,45.0,Somwar Peth,2.0
6531,Super built-up  Area,1065.0,2.0,1,42.59,Somwar Peth,2.0
6532,Super built-up  Area,990.0,2.0,2,38.0,Somwar Peth,2.0
6533,Super built-up  Area,1215.0,2.0,1,68.0,Somwar Peth,2.0
6534,Super built-up  Area,1175.0,2.0,1,50.0,Somwar Peth,2.0
6535,Super built-up  Area,1084.0,2.0,1,179.0,Somwar Peth,2.0
6536,Plot  Area,900.0,1.0,1,90.0,Somwar Peth,2.0
6537,Built-up  Area,1045.0,2.0,2,42.0,Somwar Peth,2.0
6538,Built-up  Area,1000.0,2.0,1,38.0,Somwar Peth,2.0
6539,Built-up  Area,1075.0,2.0,0,52.0,Somwar Peth,2.0
6540,Super built-up  Area,1190.0,2.0,2,50.0,Somwar Peth,2.0
6541,Built-up  Area,1175.0,2.0,2,70.5,Somwar Peth,2.0
6542,Super built-up  Area,1010.0,2.0,1,52.0,Somwar Peth,2.0
6543,Super built-up  Area,1021.0,2.0,1,76.0,Somwar Peth,2.0
6544,Built-up  Area,1415.0,2.0,2,60.0,Somwar Peth,2.0
6545,Super built-up  Area,1299.0,2.0,1,97.0,Somwar Peth,2.0
6546,Super built-up  Area,1166.0,2.0,1,38.0,Somwar Peth,2.0
6547,Super built-up  Area,1268.0,2.0,1,56.0,Somwar Peth,2.0
6548,Super built-up  Area,1232.0,2.0,1,69.61,Somwar Peth,2.0
6549,Super built-up  Area,1080.0,2.0,2,38.0,Somwar Peth,2.0
6550,Super built-up  Area,1289.0,2.0,1,70.0,Somwar Peth,2.0
6551,Super built-up  Area,1169.0,2.0,1,50.11,Somwar Peth,2.0
6552,Built-up  Area,1165.0,1.0,0,42.09,Somwar Peth,2.0
6553,Super built-up  Area,1183.0,2.0,1,79.54,Somwar Peth,2.0
6554,Super built-up  Area,1200.0,2.0,1,44.4,Somwar Peth,2.0
6555,Super built-up  Area,1260.0,2.0,2,83.5,Somwar Peth,2.0
6556,Super built-up  Area,1274.0,2.0,1,90.0,Somwar Peth,2.0
6557,Built-up  Area,1048.0,2.0,1,44.0,Somwar Peth,2.0
6558,Super built-up  Area,2026.0,3.0,2,132.0,Somwar Peth,3.0
6559,Super built-up  Area,1800.0,3.0,3,110.0,Somwar Peth,3.0
6560,Super built-up  Area,2225.0,3.0,1,160.0,Somwar Peth,3.0
6561,Super built-up  Area,1750.0,3.0,2,85.0,Somwar Peth,3.0
6562,Super built-up  Area,1665.0,3.0,2,86.58,Somwar Peth,3.0
6563,Super built-up  Area,1530.0,2.0,2,74.4,Somwar Peth,3.0
6564,Super built-up  Area,1482.0,2.0,1,92.0,Somwar Peth,3.0
6565,Super built-up  Area,2408.5,4.0,3,220.0,Somwar Peth,3.0
6566,Super built-up  Area,2167.0,3.0,3,170.0,Somwar Peth,3.0
6567,Super built-up  Area,1402.0,2.0,2,85.0,Somwar Peth,3.0
6568,Super built-up  Area,1390.0,2.0,2,76.45,Somwar Peth,3.0
6569,Super built-up  Area,2336.5,3.0,0,115.89,Somwar Peth,3.0
6570,Super built-up  Area,1411.0,3.0,1,93.15,Somwar Peth,3.0
6571,Super built-up  Area,1691.2,3.0,1,115.0,Somwar Peth,3.0
6572,Super built-up  Area,1506.0,3.0,1,95.0,Somwar Peth,3.0
6573,Super built-up  Area,1573.0,3.0,2,98.0,Somwar Peth,3.0
6574,Super built-up  Area,1819.0,3.0,2,100.0,Somwar Peth,3.0
6575,Super built-up  Area,1575.0,3.0,2,80.0,Somwar Peth,3.0
6576,Super built-up  Area,1669.0,3.0,2,220.0,Somwar Peth,3.0
6577,Super built-up  Area,1689.0,3.0,2,103.0,Somwar Peth,3.0
6578,Super built-up  Area,1182.0,2.0,1,60.1,Somwar Peth,3.0
6579,Plot  Area,1200.0,2.0,0,190.0,Somwar Peth,3.0
6580,Built-up  Area,1700.0,3.0,2,90.0,Somwar Peth,3.0
6581,Super built-up  Area,1800.0,3.0,2,128.0,Somwar Peth,3.0
6582,Super built-up  Area,1672.0,3.0,2,86.0,Somwar Peth,3.0
6583,Super built-up  Area,2400.0,3.0,2,220.0,Somwar Peth,3.0
6584,Plot  Area,1740.0,3.0,2,150.0,Somwar Peth,3.0
6585,Super built-up  Area,1596.0,3.0,1,118.0,Somwar Peth,3.0
6586,Super built-up  Area,1650.0,3.0,1,220.0,Somwar Peth,4.0
6587,Plot  Area,1200.0,4.0,2,165.0,Somwar Peth,4.0
6588,Plot  Area,2400.0,3.0,2,220.0,Somwar Peth,4.0
6589,Plot  Area,1350.0,4.0,2,160.0,Somwar Peth,4.0
6590,Super built-up  Area,2230.0,4.0,1,220.0,Somwar Peth,4.0
6591,Plot  Area,1200.0,4.0,3,210.0,Somwar Peth,4.0
6593,Built-up  Area,2408.5,4.0,3,220.0,Somwar Peth,4.0
6594,Plot  Area,2408.5,5.0,3,220.0,Somwar Peth,4.0
6595,Plot  Area,2408.5,5.0,1,220.0,Somwar Peth,5.0
6597,Plot  Area,1806.0,2.0,1,220.0,Somwar Peth,6.0
6599,Plot  Area,2400.0,4.0,2,220.0,Somwar Peth,6.0
6601,Super built-up  Area,900.0,1.0,1,38.0,Swargate,1.0
6602,Super built-up  Area,900.0,1.0,1,38.0,Swargate,1.0
6603,Super built-up  Area,900.0,1.0,1,38.0,Swargate,1.0
6604,Built-up  Area,900.0,2.0,0,48.0,Swargate,1.0
6605,Plot  Area,900.0,2.0,0,38.0,Swargate,1.0
6606,Super built-up  Area,900.0,2.0,1,38.0,Swargate,1.0
6607,Built-up  Area,900.0,1.0,1,38.0,Swargate,1.0
6608,Super built-up  Area,900.0,1.0,1,46.0,Swargate,1.0
6609,Plot  Area,900.0,2.0,0,80.0,Swargate,1.0
6610,Super built-up  Area,1200.0,2.0,1,66.0,Swargate,1.0
6611,Plot  Area,900.0,1.0,1,48.0,Swargate,1.0
6612,Super built-up  Area,900.0,1.0,1,38.0,Swargate,1.0
6613,Super built-up  Area,1210.0,2.0,1,80.9,Swargate,2.0
6614,Super built-up  Area,980.0,2.0,2,69.0,Swargate,2.0
6615,Super built-up  Area,1455.0,2.0,1,145.0,Swargate,2.0
6616,Super built-up  Area,1199.0,2.0,1,85.0,Swargate,2.0
6617,Plot  Area,1200.0,1.0,1,81.0,Swargate,2.0
6618,Plot  Area,900.0,2.0,0,65.0,Swargate,2.0
6619,Super built-up  Area,1274.0,2.0,1,90.0,Swargate,2.0
6620,Super built-up  Area,2000.0,3.0,2,200.0,Swargate,3.0
6621,Plot  Area,1200.0,3.0,2,165.0,Swargate,3.0
6622,Plot  Area,1350.0,2.0,2,185.0,Swargate,3.0
6623,Built-up  Area,1872.0,3.0,2,152.0,Swargate,3.0
6624,Plot  Area,1200.0,3.0,2,220.0,Swargate,3.0
6625,Built-up  Area,2408.5,4.0,1,220.0,Swargate,4.0
6626,Built-up  Area,2408.5,5.0,2,220.0,Swargate,4.0
6628,Plot  Area,1584.0,3.0,2,145.0,Swargate,4.0
6629,Super built-up  Area,2408.5,2.0,2,220.0,Swargate,4.0
6630,Built-up  Area,2408.5,4.0,2,220.0,Swargate,4.0
6631,Built-up  Area,1500.0,2.0,0,220.0,Swargate,4.0
6632,Plot  Area,2396.0,4.0,2,220.0,Swargate,4.0
6633,Plot  Area,2400.0,5.0,3,220.0,Swargate,4.0
6634,Super built-up  Area,2100.0,4.0,2,150.0,Swargate,4.0
6635,Plot  Area,2408.5,3.0,2,220.0,Swargate,4.0
6636,Super built-up  Area,2408.5,4.0,1,220.0,Swargate,4.0
6638,Plot  Area,2350.0,5.0,1,220.0,Swargate,5.0
6639,Plot  Area,2408.5,5.0,2,220.0,Swargate,6.0
6642,Super built-up  Area,900.0,1.0,0,38.0,Tilak Road,1.0
6643,Super built-up  Area,900.0,1.0,1,52.0,Tilak Road,1.0
6644,Built-up  Area,900.0,1.0,0,38.0,Tilak Road,1.0
6645,Super built-up  Area,900.0,1.0,1,46.0,Tilak Road,1.0
6646,Super built-up  Area,900.0,1.0,1,38.0,Tilak Road,1.0
6647,Built-up  Area,900.0,1.0,1,105.0,Tilak Road,1.0
6648,Super built-up  Area,900.0,1.0,1,38.0,Tilak Road,1.0
6649,Super built-up  Area,1020.07,2.0,1,68.38,Tilak Road,2.0
6650,Super built-up  Area,1222.0,2.0,0,112.0,Tilak Road,2.0
6651,Super built-up  Area,1108.0,2.0,1,87.0,Tilak Road,2.0
6652,Super built-up  Area,1280.0,2.0,2,90.0,Tilak Road,2.0
6653,Built-up  Area,910.0,2.0,2,160.0,Tilak Road,2.0
6654,Super built-up  Area,1165.0,2.0,2,88.5,Tilak Road,2.0
6655,Plot  Area,900.0,3.0,2,60.0,Tilak Road,2.0
6656,Built-up  Area,1040.0,2.0,2,78.0,Tilak Road,2.0
6657,Built-up  Area,1200.0,2.0,2,85.0,Tilak Road,2.0
6658,Plot  Area,1350.0,2.0,0,90.0,Tilak Road,2.0
6659,Super built-up  Area,1700.0,3.0,2,155.0,Tilak Road,3.0
6660,Super built-up  Area,2023.71,3.0,2,220.0,Tilak Road,3.0
6661,Super built-up  Area,1800.0,3.0,3,220.0,Tilak Road,3.0
6662,Super built-up  Area,2408.5,3.0,2,220.0,Tilak Road,3.0
6663,Plot  Area,900.0,2.0,1,100.0,Tilak Road,3.0
6664,Plot  Area,1080.0,3.0,2,149.0,Tilak Road,3.0
6665,Plot  Area,1200.0,3.0,2,98.0,Tilak Road,3.0
6666,Plot  Area,2400.0,2.0,2,220.0,Tilak Road,3.0
6667,Plot  Area,2400.0,4.0,1,220.0,Tilak Road,3.0
6668,Plot  Area,1200.0,3.0,2,220.0,Tilak Road,3.0
6669,Plot  Area,1500.0,4.0,2,220.0,Tilak Road,4.0
6670,Plot  Area,1500.0,5.0,3,220.0,Tilak Road,4.0
6671,Plot  Area,1200.0,4.0,0,125.0,Tilak Road,4.0
6672,Built-up  Area,2408.5,4.0,3,220.0,Tilak Road,4.0
6673,Super built-up  Area,2408.5,4.0,1,220.0,Tilak Road,4.0
6674,Plot  Area,1200.0,4.0,1,220.0,Tilak Road,4.0
6675,Super built-up  Area,1200.0,3.0,2,110.0,Tilak Road,4.0
6676,Super built-up  Area,2408.5,4.0,2,220.0,Tilak Road,4.0
6677,Plot  Area,1600.0,4.0,1,200.0,Tilak Road,4.0
6681,Built-up  Area,2408.5,2.0,2,210.0,Tilak Road,6.0
6684,Plot  Area,2400.0,2.0,1,220.0,Tilak Road,6.0
6685,Super built-up  Area,900.0,2.0,2,38.0,Uruli Devachi,1.0
6686,Super built-up  Area,900.0,1.0,2,50.3,Uruli Devachi,1.0
6687,Built-up  Area,905.0,1.0,1,52.0,Uruli Devachi,1.0
6688,Built-up  Area,900.0,1.0,1,38.0,Uruli Devachi,1.0
6689,Built-up  Area,900.0,1.0,1,38.0,Uruli Devachi,1.0
6690,Super built-up  Area,900.0,1.0,1,38.0,Uruli Devachi,1.0
6691,Super built-up  Area,900.0,1.0,2,38.0,Uruli Devachi,1.0
6692,Plot  Area,1440.0,2.0,0,95.0,Uruli Devachi,2.0
6693,Super built-up  Area,1039.0,2.0,2,80.0,Uruli Devachi,2.0
6694,Super built-up  Area,1363.0,2.0,2,68.0,Uruli Devachi,2.0
6695,Super built-up  Area,910.0,2.0,2,42.0,Uruli Devachi,2.0
6696,Plot  Area,900.0,2.0,0,42.0,Uruli Devachi,2.0
6697,Super built-up  Area,1268.0,2.0,1,73.0,Uruli Devachi,2.0
6698,Super built-up  Area,1304.0,2.0,1,79.0,Uruli Devachi,2.0
6699,Super built-up  Area,1350.0,2.0,3,180.0,Uruli Devachi,2.0
6700,Super built-up  Area,1274.0,2.0,2,70.0,Uruli Devachi,2.0
6701,Super built-up  Area,1495.0,2.0,2,79.5,Uruli Devachi,2.0
6702,Super built-up  Area,1350.0,2.0,1,86.0,Uruli Devachi,2.0
6703,Super built-up  Area,1197.0,2.0,1,79.0,Uruli Devachi,2.0
6704,Super built-up  Area,1060.0,2.0,1,65.0,Uruli Devachi,2.0
6705,Super built-up  Area,1278.0,2.0,2,90.0,Uruli Devachi,2.0
6706,Super built-up  Area,1224.0,2.0,2,70.0,Uruli Devachi,2.0
6707,Built-up  Area,900.0,2.0,1,50.0,Uruli Devachi,2.0
6708,Super built-up  Area,1191.0,2.0,1,90.0,Uruli Devachi,2.0
6709,Super built-up  Area,1245.0,2.0,3,62.0,Uruli Devachi,2.0
6710,Super built-up  Area,1047.0,2.0,1,91.0,Uruli Devachi,2.0
6711,Super built-up  Area,1013.0,2.0,1,51.0,Uruli Devachi,2.0
6712,Super built-up  Area,1245.0,2.0,2,100.0,Uruli Devachi,2.0
6713,Built-up  Area,1050.0,2.0,1,55.0,Uruli Devachi,2.0
6714,Super built-up  Area,1149.0,2.0,2,65.0,Uruli Devachi,2.0
6715,Built-up  Area,1020.0,2.0,0,45.0,Uruli Devachi,2.0
6716,Built-up  Area,1060.0,2.0,1,50.0,Uruli Devachi,2.0
6717,Super built-up  Area,1280.0,2.0,1,61.0,Uruli Devachi,2.0
6718,Super built-up  Area,1155.0,2.0,1,65.0,Uruli Devachi,2.0
6719,Super built-up  Area,1130.0,2.0,2,63.0,Uruli Devachi,2.0
6720,Built-up  Area,1140.0,2.0,1,65.0,Uruli Devachi,2.0
6721,Super built-up  Area,1025.0,2.0,1,60.0,Uruli Devachi,2.0
6722,Super built-up  Area,1155.0,2.0,2,69.0,Uruli Devachi,2.0
6723,Super built-up  Area,1056.0,2.0,2,70.0,Uruli Devachi,2.0
6724,Super built-up  Area,900.0,2.0,1,38.0,Uruli Devachi,2.0
6725,Super built-up  Area,1125.0,2.0,2,75.0,Uruli Devachi,2.0
6726,Built-up  Area,1195.0,2.0,1,75.0,Uruli Devachi,2.0
6727,Super built-up  Area,1305.0,2.0,2,90.0,Uruli Devachi,2.0
6728,Built-up  Area,1270.0,2.0,1,172.0,Uruli Devachi,2.0
6729,Super built-up  Area,1100.0,2.0,2,64.08,Uruli Devachi,2.0
6730,Super built-up  Area,1175.0,2.0,1,65.0,Uruli Devachi,2.0
6731,Super built-up  Area,2144.0,3.0,2,145.0,Uruli Devachi,3.0
6732,Super built-up  Area,1976.0,3.0,1,184.0,Uruli Devachi,3.0
6733,Plot  Area,1500.0,3.0,1,130.0,Uruli Devachi,3.0
6734,Plot  Area,900.0,3.0,2,75.0,Uruli Devachi,3.0
6735,Plot  Area,1650.0,4.0,1,160.0,Uruli Devachi,3.0
6736,Built-up  Area,1340.0,3.0,0,90.0,Uruli Devachi,3.0
6737,Super built-up  Area,1703.0,3.0,2,113.0,Uruli Devachi,3.0
6738,Super built-up  Area,1750.0,3.0,2,110.0,Uruli Devachi,3.0
6739,Super built-up  Area,2292.0,3.0,2,220.0,Uruli Devachi,3.0
6740,Super built-up  Area,1500.0,3.0,3,102.0,Uruli Devachi,3.0
6741,Super built-up  Area,1532.0,3.0,1,115.0,Uruli Devachi,3.0
6742,Built-up  Area,1874.0,4.0,1,130.0,Uruli Devachi,3.0
6743,Super built-up  Area,2408.5,3.0,2,220.0,Uruli Devachi,3.0
6744,Built-up  Area,900.0,2.0,0,65.0,Uruli Devachi,3.0
6745,Super built-up  Area,1693.0,3.0,1,125.0,Uruli Devachi,3.0
6746,Super built-up  Area,1639.0,3.0,2,129.0,Uruli Devachi,3.0
6747,Super built-up  Area,1981.0,3.0,1,134.0,Uruli Devachi,3.0
6748,Super built-up  Area,1920.0,4.0,2,121.0,Uruli Devachi,3.0
6749,Carpet  Area,2050.0,3.0,2,135.0,Uruli Devachi,3.0
6750,Super built-up  Area,1920.0,3.0,2,134.0,Uruli Devachi,3.0
6751,Super built-up  Area,2408.5,3.0,2,220.0,Uruli Devachi,3.0
6752,Super built-up  Area,1717.0,3.0,3,125.0,Uruli Devachi,3.0
6753,Super built-up  Area,1662.0,3.0,2,155.0,Uruli Devachi,3.0
6754,Plot  Area,2000.0,4.0,1,220.0,Uruli Devachi,4.0
6755,Super built-up  Area,2408.5,5.0,2,220.0,Uruli Devachi,4.0
6756,Plot  Area,1700.0,4.0,1,152.0,Uruli Devachi,4.0
6758,Super built-up  Area,2408.5,5.0,1,220.0,Uruli Devachi,4.0
6759,Built-up  Area,1280.0,4.0,1,115.0,Uruli Devachi,4.0
6760,Super built-up  Area,2408.5,4.0,0,220.0,Uruli Devachi,4.0
6761,Plot  Area,2400.0,5.0,0,220.0,Uruli Devachi,4.0
6762,Plot  Area,1350.0,4.0,1,220.0,Uruli Devachi,4.0
6763,Super built-up  Area,2408.5,2.0,0,220.0,Uruli Devachi,4.0
6765,Super built-up  Area,900.0,1.0,1,53.0,Vadgaon Budruk,1.0
6766,Super built-up  Area,900.0,1.0,0,38.0,Vadgaon Budruk,1.0
